Author, Gender, Age, Docs, Words
71bfb96e34ae1758eb127de2bac270ab,female,20s,1.0,56.0
71c05b77a64f7cd0ac566abaa841e879,male,30s,1.0,39.0
71c2a2dc746abc85cf4844fea71dd061,female,20s,3.0,128.0
71c3fcd9267a3a2dd35004a65dc6514d,male,20s,1.0,234.0
71c51d2912d3accc940028dd2895c034,female,20s,1.0,87.0
71c5f4377ff26699b792b6b771651415,female,30s,1.0,89.0
71c7204916c7e96c05eedae73055be48,male,30s,1.0,17.0
71c75219bc764c9f75a5893dee3d0485,female,20s,1.0,63.0
71c793348cde2dcfd72376785ff51ce7,male,20s,1.0,34.0
71c8f611dad47cd3e1cb1c4ce0028aaa,female,30s,1.0,20.0
71c9bb4d4e663e1649715f5c2ba9617,male,20s,1.0,39.0
71c9f3e4084055718d194f6374f5bc1e,male,20s,1.0,210.0
71cb5a22a123de37e7b63ddb29f1d09a,male,20s,1.0,16.0
71cba8ce3b7bab403dad3958d1618a5,male,20s,1.0,144.0
71cc1c583dd3ddd3728698c4f3d52de5,female,20s,1.0,19.0
71ccaa7a63537085cf559e1de38afb21,female,20s,7.0,1286.0
71ccd6bdeec4930b76367367a2656888,female,20s,1.0,322.0
71ce03a5b19ea3e9e2335419338ac58d,male,30s,1.0,16.0
71ce5e65281118e91603d0d9ee2a6f70,female,30s,1.0,66.0
71ce97ebd887a59a043db3bcc782aff4,male,20s,1.0,970.0
71cf484c0d903584e1bb83bf1129e997,male,20s,1.0,80.0
71d0902468c0bf9d07f0967feba84032,male,10s,1.0,95.0
71d0cc2fb5a05cac73ce9136a41172cd,male,30s,1.0,14.0
71d12f46c58132f1726f72db14afe9f,female,30s,1.0,75.0
71d331049c0ba34b8cd7f59ddd83e2ad,female,30s,2.0,482.0
71d45cd5b91b9a6425b36dc249b29431,male,20s,5.0,923.0
71d4a4db8831e400c51060efff0cc962,female,30s,1.0,13.0
71d56a3aa758807f63751b578febecf1,female,30s,1.0,15.0
71d5bde9dd15d6f9acb06e34b277f4a0,male,20s,1.0,37.0
71d60e033a1e972a6ec07047ffbd302a,female,20s,1.0,46.0
71d782075f7df675361eb5eb49db7679,male,30s,1.0,120.0
71d796a02c2c3bfb59b1c39ae852fb72,female,30s,1.0,49.0
71d79c16dc2b326030142b9a6ec979e5,male,30s,1.0,12.0
71d976f89530137d2dc46a30ee047e04,female,20s,1.0,54.0
71da9efd047e93e7b0517144fd3a199d,female,30s,1.0,28.0
71db4b9b619fa1d5151a1eb7f4fe6899,female,20s,1.0,14.0
71dcf3353466c1c57b67c47b9334fa1d,female,30s,1.0,4.0
71de9303f10f32cb1069077648d5e790,female,30s,1.0,58.0
71e11bddd294af55df6d276f3fdd84fd,male,20s,1.0,28.0
71e178ba143aed787f0a45785c5a3f96,male,20s,1.0,9.0
71e1a4c434ead14addfe726d8fb523a4,female,30s,19.0,1269.0
71e2d46e73c4b6121cd48f678cc463c0,female,20s,1.0,11.0
71e2d94655a20c819224bd085c61be1a,male,20s,1.0,44.0
71e3fa2e3075b492cb1969e7c3f692fd,female,30s,1.0,1381.0
71e4c122142d19710b12dab994766e00,male,20s,1.0,20.0
71e57372b61c756953a954255c98ca79,female,20s,2.0,452.0
71e742288bc9e5bd870fa370983ccca5,female,30s,1.0,155.0
71e7a5e3b600371274100ce61832c1dd,female,20s,2.0,55.0
71e7f09bb24927b5352eff1d5744bdb1,male,30s,1.0,120.0
71e807d82f07ccbb49cf693b8c21381a,female,30s,4.0,1057.0
71e941a644c2555c722bc48ea468332b,female,30s,5.0,1109.0
71e97548877486a3d2478b7178790db1,female,20s,1.0,55.0
71ea26fdf006e282e05db7eb82b0b0a4,male,20s,1.0,1083.0
71ea6075e46c19b529c1780683789e06,male,30s,2.0,1137.0
71eb9420e59ba312c9615e5754ffc061,male,30s,1.0,45.0
71ec54c9004b90ea95e0297c32ba207b,female,20s,1.0,16.0
71ec883fefe0060f1d056010fd30ceb7,female,20s,1.0,207.0
71ecf362df336501f45ecb7850f604e0,female,20s,5.0,988.0
71ed1f2d2e11aabab01c5ea9771cf210,male,30s,1.0,16.0
71ed25b58ce315a4a6423197b2b31306,male,20s,4.0,637.0
71eea21cf0c4126aa4efca4c92ff30b7,female,30s,4.0,1116.0
71ef785a99d9cd12ff9b7d90a234148a,male,20s,8.0,1026.0
71ef9f847df6a3e74503e9de5cac2d66,male,30s,1.0,47.0
71efaedb6e60007c75e249c48c535819,female,20s,1.0,310.0
71efdf8ce6909542b555048d4fae51e5,female,20s,1.0,29.0
71f077122861d6586498c119ca98aee,male,20s,1.0,74.0
71f10fd7c1627dd2d1e7623c0a5f3f34,female,30s,1.0,408.0
71f154fd0327e0a20e2fc2438a019937,female,20s,6.0,1900.0
71f1d4b9402470b279a2d60d9599ca37,female,30s,1.0,25.0
71f1fb3b42d0162b3b45d6f12fce7a50,female,30s,1.0,56.0
71f472022eb89589615b8cb356753e8a,female,20s,2.0,168.0
71f5bf9b0362feaea0956f2e75c55e66,male,20s,1.0,427.0
71f613a03c64fc43ab85b1c3ae4db970,male,20s,1.0,483.0
71f7646e578e2061bf97b154a1c06f60,female,30s,1.0,14.0
71f8113fb4687a4ff445b18b6b1ed83c,female,20s,1.0,11.0
71f8d37a86647e22cb140ec9fc226431,male,20s,1.0,68.0
71f98987c947cc8fe3b707c734ec51e9,female,30s,1.0,15.0
71fc6f872bb069bf935c60e31afd0891,female,30s,1.0,18.0
71ff3f5af237f62843ba956a41d158b4,female,30s,1.0,62.0
71ffc11e4acfdc6ae52c16be001775d2,female,10s,1.0,27.0
72007abe5ccaa69debaa5bd07e837ccf,male,30s,5.0,1229.0
72008291aa5ae02f2f70544fc4214518,female,30s,6.0,1055.0
7202c33abbbf409837434a8bc5a8fe7a,male,20s,1.0,13.0
7202c695b1e6d7a802343567c76fa6eb,female,30s,4.0,67.0
72036bc115f90a5035c5d7121891f37a,female,30s,1.0,14.0
72042bfc52614756a082985443b30a27,female,20s,9.0,319.0
7205ec937b4089de3df5325f74efa564,female,20s,1.0,6.0
72076798fdcd5fee0a39689add0316a8,female,20s,2.0,298.0
720775f15686c814ba9ebb4a391b1a4e,female,20s,1.0,20.0
720d55975cf99a34f5ace42458962558,male,10s,1.0,41.0
720e7a521730f83a8b91033f31bfd600,female,20s,2.0,83.0
720fa7993dc0ab40d3030d7ab80dc20,male,20s,1.0,77.0
72103a0dd97095968045df1b47b93f47,female,20s,3.0,1447.0
72124f07c6040723b50c73977031365b,male,20s,2.0,620.0
72137c26dfcd04ec1ccaa825fc334a8f,male,20s,1.0,249.0
72137edb64a8f364e25caa683be9027b,female,30s,1.0,8.0
7213d0fe15f5e8d1c6f44037943bbcc6,female,20s,3.0,381.0
7213d6d476c86392ace32419298a8835,female,30s,1.0,100.0
7213edb27004469101629e050950b56d,male,10s,3.0,1313.0
7214c7f39cb34ef7ea94e9123bd595cb,male,30s,3.0,1604.0
7217b9cc9fa88e61177c8cae89ffa96c,male,20s,1.0,18.0
72180f4583b37a2899d25156ba0dba8c,female,20s,3.0,1492.0
72182bc12e24eae7a11ff934ddfced39,female,20s,1.0,20.0
72187cf15b05a4bada143f576fddedc8,male,30s,1.0,177.0
72189dfaedd84db69c5a1ae695eff83b,male,20s,3.0,819.0
72190955c6f4cba762129361d3dbfa86,female,30s,2.0,212.0
7219465e7afe7e1d737a9e71fe122dc7,male,10s,1.0,16.0
7219c23c720eca08b79f1d1ee14b519c,male,20s,1.0,44.0
7219f4d8d643c49bf314d6215fab5d6d,female,20s,1.0,21.0
721a2ba18aa8f484e3a6dad38c9107b8,female,30s,1.0,104.0
721b4efaf18baa07400f5e97f7a9a3ff,female,20s,1.0,22.0
721b6a7e7474a9f67f013ed4a5758c86,male,20s,1.0,43.0
721b7577c326f0a4b26aadb5e79b306a,male,30s,1.0,17.0
721cc8bfffce9054491f49180f2382d,male,30s,1.0,15.0
721cf49dc8d0cf95f5bd81b9710595c3,female,30s,1.0,13.0
721f5549a2d36e59c7d13397ba29665,male,30s,4.0,567.0
722045d9ecdc39f2a702ae2764737871,male,20s,1.0,15.0
7221fd14097279c42475a01019fb9b3e,female,20s,4.0,678.0
7222376560a03f62c54c30947d01832,female,20s,1.0,46.0
72225d457f50ad85f28cc3362fd527a6,female,20s,6.0,641.0
7222d1c8b22b91a894004a07117189ab,female,20s,1.0,122.0
7222fcb5eba31a1f97e4ee21d54e4176,female,20s,1.0,11.0
72244f603b335901adca8551a482edd1,female,30s,1.0,210.0
72248ae54b92d74db878c977afad4965,female,30s,1.0,18.0
7225b8ef25a3271317c36e47ff88617,male,20s,2.0,172.0
72271dc58838e6456165cebe8c931601,male,20s,1.0,24.0
722766b626f0916172567a235c17cec4,male,20s,7.0,1051.0
7227a6177b3b6532b658d63ae5d1209a,female,20s,1.0,283.0
7229045dc855e57dc7792b793a25df8,female,30s,1.0,28.0
7229b18798568972bae478ccae13706a,male,20s,1.0,285.0
722a0573ee44500f6269d0bed8afcda0,female,30s,1.0,28.0
722c434d0b0a6e02b99ea8532e92e9c9,male,20s,1.0,24.0
722d9b31a9fe554ee4ef2ea342c732f,female,20s,1.0,32.0
722ef9c7324b1759386ef4095adc0afe,male,10s,1.0,24.0
72317fe3a0cd45d3fae64e3f38904775,male,10s,1.0,29.0
7231bfb72dce74ecf125322433edb89e,male,20s,1.0,50.0
723221538f34a9fdbae4bcc6113bfa2f,female,20s,1.0,13.0
72326a21d3e6677a7374728868b37d5,female,20s,1.0,127.0
7233833714736ae618aabbbef84d7b47,male,20s,1.0,18.0
72342f129384bcc7b45f6b10ebfad534,male,30s,4.0,1153.0
7236426c7392a74a3a014bb6ae1dcc4f,male,20s,3.0,107.0
7236e4100e6e27250e7aee2ffb3adc0c,male,20s,1.0,35.0
7237005fbeca62c1e7c20151a30ec91e,female,20s,1.0,246.0
723747fdbe5b2f23fae41ab2b5105e19,male,20s,1.0,57.0
723779eaa44b6c1e5aa84a5453fa8339,male,20s,1.0,69.0
72378260e0724270494ed64af31b3f1a,female,20s,1.0,46.0
7237d1bd828ba0267e11d379b8d04c77,female,30s,1.0,59.0
7238b0e1ea433490821e67527b9424e5,female,30s,1.0,219.0
723998bea07ece8c257a55bb17039ff1,male,20s,1.0,72.0
7239cafd0fc2a770c25aeaa031a1f74b,female,20s,1.0,68.0
723a712d8378c696680115a66492b01,male,20s,1.0,11.0
723a870435e8a47e721b4f1fe8dba82b,male,30s,1.0,71.0
723abdbdfcf663f2f2a1fc55ed78c765,male,20s,1.0,15.0
723b1b74f21bd0c258a45c421b3bb474,male,20s,1.0,238.0
723b4f4fecdb046770e40f4ce2977230,female,30s,1.0,131.0
723cf4f856cc87a00bf31d761083730d,male,20s,5.0,751.0
723ffb5d7d87f7bd65f1e8312e369685,male,20s,1.0,101.0
7242373f4d1f7db645b514eab4c86915,male,20s,1.0,68.0
72424e35f9a6758d96fb2b359c5c5cff,male,20s,1.0,76.0
724429fd127a74fd6a339b8b2f1ff5d2,female,30s,5.0,534.0
7244979cc8cf5eae1cda33afb4e18271,female,20s,2.0,63.0
72454bb8ef1be4583f090f9de3ac9e20,male,30s,1.0,10.0
72486ac418efbd8d1dcf3241d379127c,female,20s,1.0,86.0
724c19cba6c4ab28971b7be29f8b410e,male,20s,1.0,1339.0
724c41f9e4dda1417dcf180c1f045591,female,30s,1.0,92.0
724f3341bf7e220f7d4536dea37389eb,female,30s,1.0,33.0
724f70f83663c4e0555b7934e6359f50,male,20s,1.0,12.0
724fe5afb21011165b6ad0174a6c77d,male,30s,2.0,28.0
72506ca8b87773b55bce0e02a615eff7,female,20s,2.0,498.0
7251674267baee432d11908a34032b37,female,30s,1.0,21.0
72527bcf785e7d4503a60f46b1c708f3,male,30s,3.0,352.0
7253009eca7857ddb495e9bc1914e5b4,male,20s,1.0,1784.0
725361e06a288ebc084bd95567442256,female,30s,1.0,36.0
725495434e1a8eb53a210e0c353137a0,female,20s,1.0,38.0
725997dad8af40709ad867ce7e118870,male,20s,1.0,25.0
7259a2968ec3222cbe24c1619cafadaf,male,20s,1.0,41.0
725a851571626e4e7391a63e18d9b254,female,30s,1.0,69.0
725b5dc230fc9774b07c6bbf1a73d02a,male,30s,3.0,1321.0
725bc21ed14a561475cc6e9fffe584cc,male,20s,1.0,55.0
725c3ab4035edcd0a17dc350d283702b,male,20s,1.0,1114.0
725da5920d8d01a32c295d0cf42e88,male,30s,2.0,3447.0
725e5e3e62bb5669ba730b9265c24be,male,30s,1.0,552.0
725fcad0487ad3ad9398428398878c26,male,30s,1.0,8.0
726031c56aa63f537a52f07e1327d4e7,male,20s,1.0,23.0
726048c95046f8e0041bdc5e3d58b542,female,20s,1.0,17.0
7260a4270091fb9021fb7542b96da1ea,female,20s,1.0,48.0
726124bd4625c86334c70dbd3dd8d10b,male,20s,1.0,116.0
7262295762e9202a05b79480d432520a,female,20s,1.0,72.0
726446e603a85d9d17cde84d60bb47fb,female,20s,2.0,444.0
7264db6691f5e02568a9f4403e406219,male,20s,1.0,43.0
7267a806206732555097bdbdb1160cab,female,30s,1.0,19.0
72683212b9ba1c3ec9ab21e1f7c2b47d,male,20s,1.0,8.0
7269322776c2a1f4134487810ff14e6e,male,30s,1.0,209.0
7269e335ff424902633c63eb41621965,male,20s,1.0,59.0
726a6e2ed5c53691ea829e00092bf24,female,10s,1.0,72.0
726ab0176e1ff3eee15b39c6345b73a4,female,30s,1.0,8.0
726ab60d702f163168b3d048451d7f85,male,20s,1.0,17.0
726c5d8786e51809e9e6e859ea00afe7,male,20s,1.0,24.0
726d541e491ce968967e394c09b68642,male,20s,1.0,17.0
726d7bbf9c0fae7f6463958a093ab3e6,male,20s,1.0,49.0
726d878bb975e66b695533f037268f4e,male,10s,1.0,24.0
726eb1c30ecf7ea5054eb3758a5dfe38,female,30s,2.0,384.0
726ec0e0992bc452bd52a7d25d4378af,male,20s,5.0,1570.0
7271c560a5a6131987cde058f1cbf4eb,male,20s,7.0,891.0
7272a5b1769d82da2dfb0e7c98bf2865,male,30s,1.0,9.0
7272de0ef105d20a0d9b5d951e26846d,male,20s,1.0,61.0
7273c4f61587fb615a4354dd61e8d13b,male,30s,3.0,1016.0
727454f4129e37a9524be0824cc34f37,female,20s,1.0,26.0
7274ad07d8a94e9fe7e80c1a41e8e47a,male,20s,1.0,13.0
7275753d329cbc3c9af400f682be8fc7,female,20s,1.0,229.0
7275f84c688f135f56452530c795fbbf,male,20s,1.0,13.0
72768891b5e5e8e2ce4ba8269ae2f5f4,male,30s,1.0,8.0
7276d223ff6a8eca52d4fd8f571de681,female,20s,5.0,134.0
7277000cebdfab21ee9c11056fad6c90,female,30s,1.0,1811.0
72776da4d327da6140a294a90dacbc7b,male,30s,4.0,325.0
727787505671bc7a0d8435b39de3c68f,male,30s,1.0,86.0
727cfbc186e4e8846067fb9a780ffbe7,female,30s,3.0,1004.0
727d016b0e77a8dda2234f4e21fedbf5,female,20s,1.0,57.0
727e44beb69e2850149186cc51e729ac,male,10s,1.0,43.0
727edae11acf60dd5715816cfd6608ec,male,20s,1.0,97.0
727ee45daa994fb4481fac1395dfe72f,female,30s,2.0,1182.0
727ef1e5ff0450d1a4a9ffbb63f7457a,female,30s,1.0,57.0
727f3ac48a278b5878ba1d98f52ba7ae,male,30s,1.0,34.0
727f4c3ab0bfab51153075aa4600cffc,male,20s,7.0,3478.0
72801d4fcebc1a34d535235bf1d99a2f,female,20s,1.0,28.0
728127bd4a318f7e6664670851b7fbc9,female,30s,1.0,55.0
7281c60112a8bb70dd75dfbfab8d81a9,male,30s,1.0,1395.0
72820ff09f8b34f8aa8a82ffe59edf7,male,30s,1.0,70.0
7282669a475d772332e1ae593a44bcba,male,30s,2.0,18.0
7282b51ddd37aec4babf3603c1442df,male,30s,1.0,12.0
72836bfe1a497c64111b7e908c2a757c,male,30s,2.0,1356.0
7283958966c0f52de2af5c9109859321,female,20s,1.0,95.0
7284203191b5ab1192b1e50d38c0e7a0,female,20s,1.0,15.0
728439ad8070152d7dce0de515fcf8eb,female,30s,1.0,33.0
7284da069ab19885863778efce18cf64,male,30s,1.0,6.0
7286cdc5549da760bfe937b67045700e,male,30s,1.0,24.0
7287f7a1d21b31d11aa5f67e3110ec2f,male,20s,1.0,86.0
7289f09efbe084d61d2364081a2a798c,male,20s,1.0,46.0
728a9be7710b0411e93b7d53405974af,male,30s,2.0,1173.0
728adafc08c71377ab9abe9ba4c83b30,male,20s,1.0,44.0
728bda1b9a325572a95ae744cb93e945,male,20s,1.0,20.0
728e7ac23ee0aa55281d51885190c3c6,female,20s,1.0,37.0
728e97cd23111a0fe4c54eecd08d6e7c,female,30s,5.0,1239.0
728f3d135a44eb69924bcd27a34527ec,female,20s,1.0,362.0
728f4568fb7cbff8a22e60248823c805,female,30s,1.0,13.0
7290e195c377df43c5c0e173f0feeef4,female,30s,5.0,1440.0
7291bb926f7f986c5720e4fe255678cb,male,10s,1.0,27.0
72921218adfb3c26de5775fbc0ee8b4d,female,20s,1.0,12.0
72931e4a75952e90c3e57098158172a9,male,30s,3.0,1015.0
7293895112b2f8d74a6918451e64c7b0,male,30s,2.0,3008.0
729426aa9c75d3048d518945884362cc,male,30s,1.0,6.0
7294c9f2d9c7789845cc292cb725cd10,female,20s,1.0,9.0
72962575269cd66d094261215eec4cf0,male,20s,1.0,146.0
729847db734824d41c7214edc2593f4e,male,30s,1.0,17.0
72996daf775545973a40ecb6803091b6,female,30s,1.0,46.0
72997f5d943095a04b8f8cfb6e1c9c72,male,30s,1.0,16.0
729a4c9032cae1df1da294281ad34396,male,30s,1.0,22.0
729bb748481f52e5bbbfa1fe1fa83511,male,30s,1.0,9.0
729be0075839f198b844255fbadffaea,male,30s,1.0,52.0
729c40242724f78626a51938ad285386,female,10s,1.0,25.0
729c724a8863cac654a6bae17b9d2a20,female,30s,2.0,145.0
729c806b7b5acee4ca7564b155b97bf0,male,20s,1.0,123.0
729cc0251f0da774a03996d6a80e34b1,female,20s,1.0,33.0
72a06f03670d40619d321a5f52c2bcd9,female,20s,1.0,36.0
72a0b1cee818e25e97daf40876d2d4,female,30s,1.0,100.0
72a2af742249a23fe280d5d252e0eb00,male,20s,1.0,5.0
72a2e48a95d608d96e8b7a38bf507d8f,male,30s,5.0,1437.0
72a3508c8cd41c85a9b0ade2ed3e3c6c,male,20s,4.0,1222.0
72a488446a8fbd427bd634336c548e74,male,20s,1.0,1072.0
72a4ca6a558085f87a71cbead1548bc9,male,30s,1.0,1212.0
72a558495d3c604dc2535377c9099298,male,20s,5.0,991.0
72a62297d41a5ee93b88d0b8ff62d0c3,male,10s,1.0,149.0
72a88584e649f40aab3bead73cd09054,male,30s,1.0,389.0
72a8bf837749f0bfac7c445f9d4e0a68,male,20s,1.0,66.0
72a966f100570ec8477f50d4a9341dd3,female,30s,1.0,173.0
72aa08615196d610aca68cb002578ed2,male,30s,3.0,1137.0
72ab281c1ff5b95997da2a2b126dc7ec,male,20s,1.0,105.0
72ac3a81c82cbcbce56f0b737564f3e0,female,20s,1.0,212.0
72adad78a79738479bde9cb89736dfb4,male,30s,1.0,22.0
72adc2e424eb13461b4e8780f5a218e8,female,20s,1.0,68.0
72adc8f3c28b032577d42b2d09e4560c,male,30s,1.0,9599.0
72ae269e8e91e63078b83eae98d78bf4,female,20s,2.0,51.0
72af5bd498309b05c7b78e570fcbf5e3,female,30s,2.0,1298.0
72b0397d50119eac4ce8b5e819751bcf,male,20s,1.0,71.0
72b2f48e8b525538d60e04b3223f2185,female,20s,1.0,61.0
72b461257873209231a0dab1f3a2dccd,male,10s,1.0,13.0
72b4c49e02e45ec28b1607244e239f8d,female,20s,1.0,278.0
72b4cfc291f3c65c03c2077f27bb4807,male,20s,1.0,130.0
72b4e0a1d9ee6a2d5659fee3673ea7f8,female,30s,13.0,887.0
72b794b07d83eec5dc7c0f6d72bedbc7,female,20s,1.0,356.0
72b7cdfdcc235fc79b41bc0f3fbe0fdc,male,30s,1.0,13.0
72b84e14ad06f7a7311a1dd813780551,male,20s,1.0,48.0
72b8b0677f67b051efb5319c07ac7076,male,20s,1.0,42.0
72b9e447fe695ba0c34efc11de449bce,male,20s,3.0,1762.0
72ba202746e134b8887351f84f1f2d5b,male,30s,1.0,54.0
72badd2aad4058c306b8a3e1eba89d94,female,20s,6.0,1060.0
72bc1a12433d869a1881b486e7a3b459,female,30s,2.0,97.0
72bc31aaf5d45554b6f9c1f31b3ed520,female,20s,1.0,50.0
72bc6274d2aa1ce86871ea8bb26a344f,female,30s,1.0,11.0
72bec8a7dfe32e660829d8bb5b57f7ad,female,20s,1.0,96.0
72bf54ccee112f1b07834254a37e4644,female,30s,2.0,625.0
72bf8390f5a8f3f34f42a9bd35791b46,male,20s,1.0,65.0
72bff1673fc0b9db08eea2f3c8f2a7d3,female,20s,1.0,4.0
72c1408329fa070db34ef15c11a48892,female,20s,1.0,316.0
72c1c89e3d89f975512ea739a071e923,male,20s,1.0,32.0
72c28d2e82ab7395bbd7d68fe5ca1b57,male,20s,1.0,19.0
72c33d5d65060611da6562bf47830d07,female,20s,2.0,172.0
72c358050f4a3cac887e98eacd4108e6,male,20s,1.0,22.0
72c35dce21717f0462cb36fb3bbbd242,female,20s,1.0,16.0
72c3ff56d8c8d46f658d83c24b33ac16,female,30s,1.0,15.0
72c42c4462e2ac0ea36e30457b5c65c2,male,20s,1.0,148.0
72c497c2d5d6ae0f86b9922baba2aeea,female,30s,1.0,28.0
72c5f4f2f9158550f3c683c9de7d4f3a,female,20s,1.0,146.0
72c6333b16654343e81a9e9aef4291b6,male,30s,1.0,49.0
72c6b516be98c398c128114c80d4a7dc,male,30s,21.0,1374.0
72c7a7dacb9c08ba648e3fdb86d1c16b,male,20s,1.0,31.0
72c7ed7ff3020e1fc90d9d9f0bea08c1,male,20s,1.0,391.0
72c7f78c434983db9b8329950bae8020,male,20s,5.0,510.0
72c7fd0ad58fbea39b4156b1bfa202be,female,20s,2.0,426.0
72c843b0e50388d939eaad2716d5a5f5,female,30s,2.0,2203.0
72c90f93d9439b692a34801676d1a926,male,30s,1.0,12.0
72c9e59eeb975af31748757369b7b91c,male,20s,1.0,29.0
72cbb768303447bae31a17011b8f074c,male,20s,1.0,25.0
72cbc86782dbc82c2df5506d3ac57118,male,20s,1.0,30.0
72cc0ac2b4d509bc4531962772c28b21,male,20s,1.0,74.0
72cc4003fd901f45128c9260bd4577d2,female,20s,1.0,11.0
72ce3f9d2b3231082b823df7c3f60b8b,male,20s,1.0,3877.0
72cfada9d536c012365316740238e99c,male,20s,1.0,69.0
72d033dbabf580ca61db2843fa0e8cf0,male,20s,1.0,125.0
72d07e41ec1183a6fd6190c9d0b62f78,female,20s,1.0,22.0
72d13a6618725dc100a6858f6c2b4a46,male,30s,4.0,1118.0
72d15b11bd09f3799e40b4b71b5e01b,female,30s,1.0,137.0
72d1f8dfe58ee7347708bed2c83c70d6,female,20s,2.0,211.0
72d26ee9f9d1314ba002774810c667d3,female,30s,2.0,106.0
72d3326a3d2a70716e27846b1a70e2ae,male,30s,1.0,96.0
72d45b1e49b4b5945ca4a3cef5ae84d2,male,20s,1.0,32.0
72d4ac7ae8b951a128f712c664466d1d,male,30s,1.0,54.0
72d5b0b8ed3de68109b8f7526edd1de9,male,30s,1.0,20.0
72d5d73c09c1524935840411425ba3c1,male,30s,1.0,20.0
72d6c6586a7e45f30113639008acf334,female,30s,1.0,5.0
72d7485cf3d41adf91e42d6784b76447,male,20s,1.0,367.0
72d88e4966353e3fec5c63bef2403162,male,30s,10.0,1070.0
72d89320564e27fc4d557efdfaa38182,male,30s,1.0,2735.0
72d917686b3ecd6f87647b8810530362,female,20s,3.0,228.0
72da6c7f47b7914e461bf1f4cfb6ec34,male,20s,1.0,82.0
72dadd5ad37f097d776132b69c1aa620,female,20s,6.0,1027.0
72daee3c819d6fc7d52ed7e2fcca6a51,male,30s,1.0,32.0
72db250f120adcbebd72f261b96a44b7,male,20s,1.0,24.0
72db786fa4605e6f3cbdbf35f9becabe,male,20s,1.0,136.0
72dbcb638b63a8ccb7b933668a874384,male,30s,1.0,5725.0
72dd0ab40a444602764e75d0930d44b7,male,20s,1.0,45.0
72de063bd5b58fa4e92fd6e2abaeda18,female,20s,3.0,299.0
72de418f65283553965d4f5b5a111ada,female,30s,1.0,52.0
72e1a490543f0f977efd1611b46d83a4,male,20s,1.0,7.0
72e335b09295b97aeed7e76a0c9c162c,female,20s,1.0,44.0
72e6c40bda81a39dd1516fca36ab12f1,male,10s,1.0,42.0
72e710335444857762fa2bd3df621a84,female,20s,1.0,607.0
72e757f76fa5ccc38f2e35b81371a405,male,20s,1.0,2.0
72e7b6556e23b53d6e72212a2663c419,male,20s,1.0,8.0
72e8043f9e5d16463be1ac80ebb8f0b,male,30s,1.0,594.0
72e8170081cf59e56a0dd20622799b6f,male,30s,1.0,12.0
72e870c5ac90004d7cbb94d24f3c264e,male,30s,1.0,398.0
72e8ea9d6af66184d2a167ba24b54f3d,male,20s,1.0,4.0
72e99c176e04b1725a8b08f838794914,female,30s,1.0,146.0
72ea5ac9902acbed2c74421720b01beb,female,30s,6.0,1208.0
72ea6591d570e590c6da4bfd7d3d913a,female,30s,8.0,1065.0
72eb35338ad77a98f3a7649d98d76ebb,female,30s,2.0,225.0
72eb9567aac31ac2dfb018ac7ac9deef,male,30s,1.0,24.0
72ec17973b0b4460f79c6d35330156bb,female,30s,3.0,86.0
72ec7e181623d19afd36054dada286b2,female,30s,1.0,13.0
72eeb89233fc86999abc92a8eef64393,female,20s,1.0,17.0
72ef489816c066584b9a11901a6851fa,male,20s,1.0,15.0
72f04e9d61acc9120d99308a7b7b4ca5,female,30s,1.0,84.0
72f12cd9e434278f5447a3d0cb196677,female,30s,1.0,15.0
72f151f4b99066c3c30538641ad79c12,female,30s,1.0,69.0
72f16084748e1f07ce7ddf74982383c3,male,20s,1.0,23.0
72f220c127388569e9930ef7243bc2d4,female,20s,1.0,51.0
72f297421101711fe9b5215c385ec5a,female,30s,2.0,28.0
72f3126d412b7e220e93098318333718,female,20s,1.0,58.0
72f46107a889da00e1b46689703f1679,male,20s,1.0,34.0
72f511f48683477fa8286783abfa37d1,male,20s,1.0,60.0
72f5c852fa4108d2fd2f3d58851f0e2b,male,20s,1.0,50.0
72f6bce0df4d7df8e8b6608cde7bfa4b,male,20s,1.0,17.0
72f6c4e8005975f6edf81ac9268ad089,male,20s,1.0,16.0
72f6d15fd39c32686a175e0f227732ae,male,20s,1.0,13.0
72f6dd2bdb204a3a6432488ab8c5e987,female,30s,1.0,13.0
72f798811ce4c90b878f9d077c14bc9a,female,30s,1.0,15.0
72f98691c2e10eb67c4121a5ce62696a,male,30s,1.0,450.0
72f9d69bd3e27686f24abb4e1b10d197,male,20s,1.0,7.0
72fba2b313aa31bb83058becb6af334e,male,20s,2.0,72.0
72fc22867ea850058ced558d446ac692,female,30s,1.0,56.0
72fcbef52ccd3d1f709234f4bd8b075,female,20s,1.0,21.0
72fd93b5bae51e629fd20c0083625fc2,male,20s,1.0,216.0
72fe5a758b909fe1238f96d9120683cb,female,30s,1.0,30.0
72feab603c7c60298d4a864d46da1485,male,30s,1.0,65.0
72feab925c23266fd1b6ddfeff03f672,male,30s,1.0,14.0
72fed5d0b3d42d5698fd5893c0db9f23,female,30s,1.0,31.0
72ff315d77909c7b146f23ec094c7df,female,20s,1.0,51.0
72fff646f7e0ea75b3b7e21eb0aeeee6,female,20s,4.0,1972.0
73001867df03acfa5336625e3f22a906,male,30s,1.0,554.0
7301bc0ec09b0f5733d4c3b888077aca,female,30s,1.0,25.0
7301faddbac637df45e5712a790a4115,female,30s,1.0,74.0
73029054e22a478aeb36442b31bf3b29,female,20s,1.0,59.0
7302b326defbdbacb21e6cfe4a58a5bd,female,20s,1.0,105.0
